,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score,Sales_normalised_by_year,Critic_normalised_by_year,User_normalised_by_year,Score
235,Luigi's Mansion: Dark Moon,3DS,2013,Action,Nintendo,1.8,1.39,1.11,0.29,4.59,86.0,84.0,0.2177841179267713,86.9,90.24,59.119261372642256
236,Forza Motorsport 4,X360,2011,Racing,Microsoft Game Studios,2.08,1.97,0.06,0.46,4.57,91.0,82.0,0.3097826086956522,93.33,92.11,61.91659420289855
238,Madden NFL 2005,PS2,2004,Sports,Electronic Arts,4.18,0.26,0.01,0.08,4.53,91.0,79.0,0.21730769230769237,92.65,78.67,57.17910256410257
239,Guitar Hero III: Legends of Rock,X360,2007,Misc,Activision,3.19,0.91,0.01,0.42,4.53,85.0,79.0,0.19920669898633764,84.62,83.91,56.24306889966211
241,Madden NFL 07,PS2,2006,Sports,Electronic Arts,3.63,0.24,0.01,0.61,4.49,84.0,82.0,0.05428986912263695,83.1,86.08,56.41142995637421
242,Halo 5: Guardians,XOne,2015,Shooter,Microsoft Game Studios,2.78,1.27,0.03,0.41,4.48,84.0,64.0,0.5221962616822431,84.42,62.82,49.25406542056075
243,Spider-Man: The Movie,PS2,2002,Action,Activision,2.71,1.51,0.03,0.23,4.48,76.0,79.0,0.27695167286245365,73.08,79.49,50.948983890954146
245,Call of Duty: Infinite Warfare,PS4,2016,Shooter,Activision,1.61,2.0,0.15,0.71,4.46,77.0,34.0,0.5870712401055409,74.19,20.59,31.789023746701847
246,God of War,PS2,2005,Action,Sony Computer Entertainment,2.71,1.29,0.02,0.43,4.45,94.0,89.0,0.1913793103448276,97.06,94.38,63.8771264367816
247,Splatoon,WiiU,2015,Shooter,Nintendo,1.54,1.18,1.46,0.26,4.43,81.0,85.0,0.5163551401869159,80.52,89.74,56.92545171339564
248,Nintendo Land,WiiU,2012,Misc,Nintendo,2.52,1.11,0.46,0.33,4.42,77.0,79.0,0.3200290275761974,76.81,81.69,52.94000967585873
249,Tony Hawk's Pro Skater 3,PS2,2001,Sports,Activision,2.66,1.29,0.01,0.46,4.41,97.0,75.0,0.2939211756847028,100.0,72.86,57.717973725228234
250,Winning Eleven: Pro Evolution Soccer 2007,PS2,2006,Sports,Konami Digital Entertainment,0.1,2.39,1.05,0.86,4.39,86.0,89.0,0.053078041686863794,85.92,94.94,60.304359347228946
251,The Elder Scrolls IV: Oblivion,X360,2006,Role-Playing,Take-Two Interactive,2.82,1.03,0.13,0.4,4.38,94.0,87.0,0.05295685894328648,97.18,92.41,63.2143189529811
253,Need for Speed: Most Wanted,PS2,2005,Racing,Electronic Arts,2.03,1.79,0.08,0.47,4.37,82.0,91.0,0.18793103448275864,79.41,96.63,58.742643678160924
254,Michael Jackson: The Experience,Wii,2010,Misc,Ubisoft,2.64,1.33,0.01,0.39,4.36,56.0,83.0,0.19954128440366978,42.25,90.7,44.38318042813456
256,Resistance: Fall of Man,PS3,2006,Shooter,Sony Computer Entertainment,1.74,1.72,0.14,0.75,4.34,86.0,81.0,0.05247212796897722,85.92,84.81,56.927490709322996
258,Kingdom Hearts II,PS2,2005,Role-Playing,Square Enix,2.2,0.58,1.38,0.17,4.33,87.0,90.0,0.18620689655172415,86.76,95.51,60.818735632183916
260,Super Mario 3D World,WiiU,2013,Platform,Nintendo,2.11,1.16,0.73,0.32,4.32,93.0,90.0,0.2049453162149311,95.24,97.56,64.33498177207164
265,Fable II,X360,2008,Role-Playing,Microsoft Game Studios,2.51,1.24,0.11,0.41,4.27,89.0,65.0,0.11996620670233735,88.0,67.07,51.729988735567446
266,Namco Museum,GBA,2001,Misc,Namco Bandai Games,3.0,1.11,0.05,0.07,4.24,79.0,73.0,0.28256513026052105,74.65,70.0,48.31085504342017
267,Batman: Arkham Asylum,PS3,2009,Action,Eidos Interactive,2.24,1.31,0.07,0.61,4.23,91.0,89.0,0.1288156288156288,93.67,95.24,63.01293854293854
268,Metal Gear Solid 3: Snake Eater,PS2,2004,Action,Konami Digital Entertainment,1.46,0.0,0.83,1.93,4.23,91.0,93.0,0.20288461538461544,92.65,97.33,63.39429487179488
269,Assassin's Creed: Revelations,PS3,2011,Action,Ubisoft,1.41,2.01,0.1,0.7,4.22,80.0,75.0,0.2860054347826087,78.67,82.89,53.94866847826088
270,Fallout 4,XOne,2015,Role-Playing,Bethesda Softworks,2.51,1.32,0.01,0.38,4.22,88.0,62.0,0.491822429906542,89.61,60.26,50.12060747663551
271,FIFA 14,X360,2013,Sports,Electronic Arts,0.92,2.89,0.01,0.4,4.22,84.0,42.0,0.20019020446980507,84.52,39.02,41.2467300681566
272,Daxter,PSP,2006,Platform,Sony Computer Entertainment,2.45,1.01,0.0,0.75,4.21,85.0,87.0,0.050896752302472134,84.51,92.41,58.99029891743416
274,FIFA Soccer 06,PS2,2005,Sports,Electronic Arts,0.78,2.55,0.04,0.84,4.21,80.0,78.0,0.1810344827586207,76.47,82.02,52.890344827586205
275,EyeToy Play,PS2,2003,Misc,Sony Computer Entertainment,0.88,2.3,0.2,0.83,4.2,80.0,75.0,0.5827538247566064,80.28,74.07,51.64425127491887
276,Gran Turismo 5 Prologue,PS3,2007,Racing,Sony Computer Entertainment,1.28,1.82,0.57,0.52,4.19,80.0,71.0,0.1842221242838255,78.21,74.71,51.0347407080946
277,Assassin's Creed: Revelations,X360,2011,Action,Ubisoft,2.25,1.47,0.04,0.43,4.19,80.0,72.0,0.28396739130434784,78.67,78.95,52.63465579710145
280,Street Fighter IV,PS3,2009,Fighting,Capcom,2.03,1.04,0.58,0.52,4.16,94.0,73.0,0.12667887667887667,97.47,76.19,57.92889295889296
283,Madden NFL 2003,PS2,2002,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14,95.0,77.0,0.2558859975216853,97.44,76.92,58.20529533250723
284,Half-Life,PC,1997,Shooter,Vivendi Games,4.03,0.0,0.09,0.0,4.12,96.0,91.0,0.37224264705882354,100.0,81.25,60.54074754901961
288,World of Warcraft: The Burning Crusade,PC,2007,Role-Playing,Activision,2.57,1.52,0.0,0.0,4.09,91.0,79.0,0.17981489643014545,92.31,83.91,58.79993829881005
289,Battlefield 1,PS4,2016,Shooter,Electronic Arts,1.1,2.15,0.21,0.61,4.08,88.0,84.0,0.5369393139841689,91.94,94.12,62.198979771328055
290,God of War II,PS2,2007,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07,93.0,89.0,0.17893345085940948,94.87,95.4,63.48297781695314
292,Fallout: New Vegas,X360,2010,Role-Playing,Bethesda Softworks,2.66,1.03,0.04,0.33,4.05,84.0,81.0,0.18532110091743123,81.69,88.37,56.74844036697248
293,Forza Motorsport 2,X360,2007,Racing,Microsoft Game Studios,2.35,1.27,0.03,0.41,4.05,90.0,83.0,0.17805200528867343,91.03,88.51,59.90601733509623
294,Carnival Games,Wii,2007,Misc,Take-Two Interactive,2.12,1.47,0.05,0.42,4.05,56.0,60.0,0.17805200528867343,47.44,62.07,36.56268400176289
295,Watch Dogs,PS4,2014,Action,Ubisoft,1.4,1.9,0.11,0.64,4.05,80.0,63.0,0.32063492063492066,76.06,63.64,46.67354497354497
297,Tekken Tag Tournament,PS2,2000,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05,85.0,85.0,0.7637051039697542,81.94,89.02,57.241235034656576
298,Far Cry 4,PS4,2014,Shooter,Ubisoft,1.13,2.18,0.1,0.63,4.04,85.0,77.0,0.31984126984126987,83.1,81.82,55.07994708994709
302,Left 4 Dead 2,X360,2009,Shooter,Electronic Arts,2.67,0.87,0.05,0.38,3.97,89.0,86.0,0.12087912087912087,91.14,91.67,60.97695970695971
303,The Witcher 3: Wild Hunt,PS4,2015,Role-Playing,Namco Bandai Games,1.02,2.13,0.23,0.59,3.97,92.0,92.0,0.46261682242990654,94.81,98.72,64.66420560747663
304,Assassin's Creed: Unity,PS4,2014,Action,Ubisoft,1.19,2.07,0.08,0.62,3.96,70.0,49.0,0.3134920634920635,61.97,45.45,35.91116402116402
305,Batman: Arkham Knight,PS4,2015,Action,Warner Bros. Interactive Entertainment,1.53,1.69,0.1,0.64,3.95,87.0,76.0,0.4602803738317757,88.31,78.21,55.66009345794392
306,The Legend of Zelda: Skyward Sword,Wii,2011,Action,Nintendo,2.03,1.16,0.37,0.38,3.95,93.0,80.0,0.26766304347826086,96.0,89.47,61.912554347826095
307,Fallout 3,PS3,2008,Role-Playing,Bethesda Softworks,2.15,1.13,0.07,0.59,3.94,90.0,80.0,0.11067304984511404,89.33,85.37,58.27022434994837
308,Professor Layton and the Diabolical Box,DS,2007,Puzzle,Nintendo,0.9,1.76,0.92,0.37,3.94,84.0,88.0,0.1732040546496254,83.33,94.25,59.25106801821655
310,EA Sports Active,Wii,2009,Sports,Electronic Arts,2.09,1.35,0.06,0.4,3.9,81.0,87.0,0.11874236874236872,81.01,92.86,57.99624745624746
311,Tony Hawk's Underground,PS2,2003,Sports,Activision,2.29,1.17,0.01,0.42,3.9,90.0,87.0,0.541029207232267,94.37,88.89,61.26700973574409
312,Monster Hunter 4 Ultimate,3DS,2014,Role-Playing,Nintendo,0.68,0.48,2.62,0.11,3.89,86.0,87.0,0.30793650793650795,84.51,94.81,59.875978835978835
313,The Elder Scrolls V: Skyrim,PC,2011,Role-Playing,Bethesda Softworks,1.16,2.12,0.0,0.6,3.88,94.0,81.0,0.26290760869565216,97.33,90.79,62.79430253623189
314,NBA 2K16,PS4,2015,Sports,Take-Two Interactive,2.49,0.66,0.03,0.69,3.88,87.0,67.0,0.45210280373831774,88.31,66.67,51.81070093457944
315,Tekken 5,PS2,2005,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87,88.0,86.0,0.1663793103448276,88.24,91.01,59.80545977011494
317,MotorStorm,PS3,2006,Racing,Sony Computer Entertainment,1.53,1.6,0.06,0.67,3.87,84.0,74.0,0.04677653902084344,83.1,75.95,53.03225884634028
319,World Soccer Winning Eleven 8 International,PS2,2004,Sports,Konami Digital Entertainment,0.16,1.89,1.12,0.68,3.85,91.0,91.0,0.18461538461538465,92.65,94.67,62.501538461538466
320,Sports Champions,PS3,2010,Sports,Sony Computer Entertainment,2.13,1.12,0.1,0.5,3.84,76.0,79.0,0.17568807339449544,70.42,86.05,52.215229357798165
323,Call of Duty: Ghosts,PS4,2013,Shooter,Activision,1.78,1.43,0.05,0.57,3.83,78.0,37.0,0.18164526866381364,77.38,32.93,36.83054842288794
324,Flash Focus: Vision Training in Minutes a Day,DS,2007,Misc,Nintendo,0.86,1.56,1.05,0.35,3.83,59.0,40.0,0.16835610401057738,51.28,39.08,30.17611870133686
325,Tom Clancy's The Division,PS4,2016,Shooter,Ubisoft,1.35,1.7,0.15,0.6,3.8,80.0,70.0,0.5,79.03,73.53,51.02
326,Big Brain Academy: Wii Degree,Wii,2007,Misc,Nintendo,1.05,1.91,0.41,0.42,3.79,68.0,69.0,0.16659321286910536,62.82,72.41,45.13219773762304
329,LEGO Indiana Jones: The Original Adventures,X360,2008,Action,Activision,2.4,1.01,0.0,0.36,3.76,77.0,75.0,0.1056040551957195,72.0,79.27,50.45853468506524
330,The Sims: Unleashed,PC,2002,Simulation,Electronic Arts,2.03,1.56,0.0,0.17,3.76,79.0,80.0,0.2323420074349443,76.92,80.77,52.64078066914499
332,Harry Potter and the Sorcerer's Stone,PS,2001,Action,Electronic Arts,1.37,2.0,0.14,0.22,3.73,64.0,75.0,0.24849699398797595,53.52,72.86,42.20949899799599
335,Super Paper Mario,Wii,2007,Platform,Nintendo,1.95,0.86,0.59,0.31,3.71,85.0,79.0,0.16306743058616133,84.62,83.91,56.23102247686205
336,Spyro: Year of the Dragon,PS,2000,Platform,Sony Computer Entertainment,1.93,1.58,0.0,0.19,3.71,91.0,88.0,0.6994328922495274,90.28,92.68,61.21981096408317
337,Assassin's Creed IV: Black Flag,PS3,2013,Action,Ubisoft,1.33,1.68,0.13,0.57,3.71,88.0,81.0,0.17593913456966243,89.29,86.59,58.68531304485655
338,FIFA Soccer 2005,PS2,2004,Sports,Electronic Arts,0.58,2.48,0.04,0.59,3.7,81.0,76.0,0.1774038461538462,77.94,74.67,50.92913461538461
341,Tony Hawk's Pro Skater 4,PS2,2002,Sports,Activision,2.13,1.18,0.01,0.35,3.67,94.0,85.0,0.22676579925650564,96.15,87.18,61.18558859975218
343,MySims,DS,2007,Simulation,Electronic Arts,1.58,1.59,0.08,0.41,3.66,67.0,73.0,0.1608638166593213,61.54,77.01,46.23695460555311
344,Midnight Club 3: DUB Edition,PSP,2005,Racing,Take-Two Interactive,1.65,1.21,0.0,0.79,3.65,74.0,84.0,0.15689655172413794,67.65,88.76,52.18896551724138
346,SOCOM: U.S. Navy SEALs,PS2,2002,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65,82.0,79.0,0.22552664188351926,80.77,79.49,53.4951755472945
347,Jak and Daxter: The Precursor Legacy,PS2,2001,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64,90.0,87.0,0.24248496993987978,90.14,90.0,60.12749498997996
349,Pro Evolution Soccer 2008,PS2,2007,Sports,Konami Digital Entertainment,0.05,0.0,0.64,2.93,3.63,82.0,79.0,0.1595416483032173,80.77,83.91,54.94651388276774
350,Resident Evil 4,PS2,2005,Action,Capcom,2.08,0.83,0.46,0.25,3.62,96.0,89.0,0.1556034482758621,100.0,94.38,64.8452011494253
351,Guitar Hero: World Tour,Wii,2008,Misc,Activision,2.32,0.96,0.0,0.34,3.62,86.0,76.0,0.10166150380174598,84.0,80.49,54.86388716793391
352,FIFA Soccer 10,PS3,2009,Sports,Electronic Arts,0.6,2.45,0.05,0.52,3.62,91.0,76.0,0.11019536019536019,93.67,79.76,57.84673178673179
353,Star Wars: Battlefront,PS2,2004,Shooter,LucasArts,1.93,1.22,0.03,0.44,3.61,82.0,87.0,0.1730769230769231,79.41,89.33,56.30435897435897
355,The Simpsons: Road Rage,PS2,2001,Racing,Electronic Arts,2.02,1.17,0.0,0.42,3.61,64.0,77.0,0.24048096192384769,53.52,75.71,43.156826987307944
356,Luigi's Mansion,GC,2001,Action,Nintendo,2.38,0.67,0.46,0.1,3.6,78.0,85.0,0.23981295925183702,73.24,87.14,53.53993765308394
357,Battlefield 4,PS4,2013,Shooter,Electronic Arts,1.35,1.55,0.17,0.51,3.59,85.0,69.0,0.1702330004755112,85.71,71.95,52.61007766682517
358,Star Wars: Battlefront II,PS2,2005,Shooter,LucasArts,2.18,1.02,0.03,0.37,3.59,84.0,90.0,0.1543103448275862,82.35,95.51,59.33810344827587
360,Cooking Mama 2: Dinner With Friends,DS,2007,Simulation,505 Games,1.6,1.49,0.1,0.39,3.58,70.0,80.0,0.15733803437637728,65.38,85.06,50.19911267812546
363,Grand Theft Auto: Liberty City Stories,PS2,2006,Action,Take-Two Interactive,1.56,1.4,0.07,0.5,3.54,78.0,78.0,0.042777508482792055,74.65,81.01,51.90092583616093
364,The Getaway,PS2,2002,Action,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54,72.0,68.0,0.21871127633209422,67.95,65.38,44.51623709211069
366,James Bond 007: Agent Under Fire,PS2,2001,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,3.53,72.0,79.0,0.23513694054776219,64.79,78.57,47.86504564684926
369,FIFA Soccer 11,X360,2010,Sports,Electronic Arts,0.71,2.39,0.02,0.4,3.52,88.0,75.0,0.16100917431192663,87.32,81.4,56.293669724770645
371,Left 4 Dead,X360,2008,Shooter,Electronic Arts,2.66,0.49,0.05,0.3,3.51,89.0,79.0,0.0985637848493382,88.0,84.15,57.416187928283115
373,Assassin's Creed: Unity,XOne,2014,Action,Ubisoft,2.27,0.9,0.0,0.33,3.5,72.0,41.0,0.276984126984127,64.79,35.06,33.37566137566138
375,Resident Evil 5,X360,2009,Action,Capcom,2.11,0.93,0.12,0.34,3.5,83.0,75.0,0.10653235653235653,83.54,78.57,54.07217745217745
376,Assassin's Creed: Brotherhood,X360,2010,Action,Ubisoft,2.85,0.38,0.03,0.24,3.49,89.0,83.0,0.15963302752293582,88.73,90.7,59.863211009174314
378,Battlefield 4,PS3,2013,Shooter,Electronic Arts,1.3,1.42,0.27,0.5,3.49,80.0,58.0,0.16547788873038521,79.76,58.54,46.15515929624346
379,Batman: Arkham Asylum,X360,2009,Action,Eidos Interactive,2.2,0.95,0.02,0.31,3.48,92.0,87.0,0.1059218559218559,94.94,92.86,62.635307285307285
380,Battlefield 4,X360,2013,Shooter,Electronic Arts,2.15,1.01,0.02,0.31,3.48,79.0,56.0,0.1650023775558726,78.57,56.1,44.94500079251862
381,Battlefield: Bad Company 2,X360,2010,Shooter,Electronic Arts,2.1,1.01,0.04,0.32,3.47,88.0,86.0,0.15871559633027527,87.32,94.19,60.55623853211009
383,Guitar Hero: On Tour,DS,2008,Misc,Activision,2.1,1.01,0.01,0.35,3.46,71.0,88.0,0.09715573078006194,64.0,95.12,53.07238524359335
384,Clubhouse Games,DS,2006,Misc,Nintendo,0.59,1.79,0.73,0.34,3.45,83.0,84.0,0.041686863790596225,81.69,88.61,56.780562287930195
386,Borderlands,X360,2009,Shooter,Take-Two Interactive,2.4,0.71,0.03,0.29,3.44,84.0,82.0,0.10470085470085469,84.81,86.9,57.271566951566946
387,Tekken 4,PS2,2002,Fighting,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44,79.0,83.0,0.21251548946716237,76.92,84.62,53.91750516315572
389,Grand Theft Auto 2,PS,1998,Action,Take-Two Interactive,1.13,2.07,0.0,0.22,3.42,70.0,80.0,0.47619047619047616,44.68,62.16,35.77206349206349
390,Metal Gear Solid V: The Phantom Pain,PS4,2015,Action,Konami Digital Entertainment,1.09,1.36,0.49,0.48,3.41,93.0,82.0,0.39719626168224303,96.1,85.9,60.799065420560744
391,Spider-Man 2,PS2,2004,Action,Activision,1.75,1.2,0.02,0.43,3.41,80.0,89.0,0.1634615384615385,76.47,92.0,56.21115384615384
393,FIFA Soccer 2003,PS2,2002,Sports,Electronic Arts,0.46,2.28,0.05,0.61,3.4,88.0,67.0,0.21003717472118963,88.46,64.1,50.92334572490706
394,LittleBigPlanet 2,PS3,2011,Platform,Sony Computer Entertainment,1.83,1.05,0.06,0.46,3.39,91.0,84.0,0.22961956521739132,93.33,94.74,62.76653985507246
395,Crash Bash,PS,2000,Misc,Sony Computer Entertainment,1.56,1.47,0.19,0.17,3.39,68.0,82.0,0.6389413988657846,58.33,85.37,48.1129804662886
396,Assassin's Creed Syndicate,PS4,2015,Action,Ubisoft,0.81,1.99,0.07,0.52,3.39,76.0,68.0,0.39485981308411217,74.03,67.95,47.458286604361376
397,LEGO Batman: The Videogame,X360,2008,Action,Warner Bros. Interactive Entertainment,2.04,1.02,0.0,0.32,3.38,76.0,79.0,0.09490284426921992,70.67,84.15,51.63830094808974
398,Destiny,XOne,2014,Shooter,Activision,2.14,0.92,0.0,0.31,3.37,75.0,55.0,0.2666666666666667,69.01,53.25,40.842222222222226
401,Far Cry 3,PS3,2012,Shooter,Ubisoft,0.88,1.7,0.1,0.67,3.35,90.0,85.0,0.24238026124818582,95.65,90.14,62.010793420416064
404,James Bond 007: Nightfire,PS2,2002,Shooter,Electronic Arts,1.45,1.29,0.12,0.46,3.33,77.0,85.0,0.20570012391573736,74.36,87.18,53.91523337463858
407,Star Wars Episode III: Revenge of the Sith,PS2,2005,Action,LucasArts,1.47,1.39,0.03,0.43,3.32,60.0,72.0,0.14267241379310344,47.06,75.28,40.82755747126436
408,The Legend of Zelda: Spirit Tracks,DS,2009,Action,Nintendo,1.4,0.91,0.74,0.26,3.31,87.0,78.0,0.10073260073260072,88.61,82.14,56.95024420024421
409,Max Payne,PS2,2001,Shooter,Take-Two Interactive,1.99,1.05,0.05,0.22,3.31,80.0,85.0,0.22044088176352705,76.06,87.14,54.47348029392117
410,Assassin's Creed IV: Black Flag,X360,2013,Action,Ubisoft,1.9,1.11,0.01,0.29,3.3,86.0,79.0,0.15644317641464575,86.9,84.15,57.06881439213822
411,The Lord of the Rings: The Return of the King,PS2,2003,Action,Electronic Arts,1.5,1.28,0.05,0.46,3.28,85.0,87.0,0.454798331015299,87.32,88.89,58.88826611033843
413,Gears of War: Ultimate Edition,XOne,2015,Shooter,Microsoft Game Studios,2.61,0.33,0.0,0.34,3.28,82.0,75.0,0.3820093457943925,81.82,76.92,53.040669781931456
414,True Crime: Streets of LA,PS2,2003,Action,Activision,1.89,1.05,0.02,0.31,3.27,77.0,80.0,0.4534075104311544,76.06,80.25,52.254469170143715
415,Professor Layton and the Unwound Future,DS,2008,Puzzle,Nintendo,0.6,1.57,0.82,0.27,3.26,86.0,92.0,0.0915235145029569,84.0,100.0,61.36384117150099
417,FIFA 16,XOne,2015,Sports,Electronic Arts,0.89,2.12,0.0,0.24,3.25,84.0,44.0,0.37850467289719625,84.42,37.18,40.6595015576324
418,Wii Music,Wii,2008,Misc,Nintendo,1.35,1.11,0.46,0.32,3.25,63.0,46.0,0.09124190368910165,53.33,43.9,32.44041396789637
420,Madden NFL 16,PS4,2015,Sports,Electronic Arts,2.34,0.3,0.0,0.6,3.24,83.0,59.0,0.37733644859813087,83.12,56.41,46.63577881619938
421,Gran Turismo 6,PS3,2013,Racing,Sony Computer Entertainment,0.72,1.67,0.4,0.44,3.23,81.0,77.0,0.15311459819305756,80.95,81.71,54.27103819939769
422,Halo: The Master Chief Collection,XOne,2014,Shooter,Microsoft Game Studios,1.91,1.0,0.03,0.29,3.23,85.0,72.0,0.2555555555555556,83.1,75.32,52.89185185185185
424,Super Mario Maker,WiiU,2015,Platform,Nintendo,1.18,0.89,0.94,0.2,3.21,88.0,87.0,0.37383177570093457,89.61,92.31,60.764610591900315
429,God of War: Chains of Olympus,PSP,2008,Action,Sony Computer Entertainment,1.48,1.0,0.04,0.66,3.18,91.0,86.0,0.0892706279921149,90.67,92.68,61.146423542664046
430,Enter the Matrix,PS2,2003,Action,Atari,1.78,1.12,0.09,0.19,3.18,62.0,81.0,0.4408901251738526,54.93,81.48,45.616963375057956
431,Crisis Core: Final Fantasy VII,PSP,2007,Role-Playing,Square Enix,1.35,0.59,0.8,0.43,3.18,83.0,80.0,0.13970912296165716,82.05,85.06,55.74990304098722
432,Dance Central,X360,2010,Misc,MTV Games,2.15,0.76,0.01,0.26,3.17,82.0,76.0,0.144954128440367,78.87,82.56,53.85831804281346
433,L.A. Noire,PS3,2011,Adventure,Take-Two Interactive,1.27,1.29,0.12,0.49,3.17,89.0,77.0,0.21467391304347827,90.67,85.53,58.80489130434783
434,Ace Combat 04: Shattered Skies,PS2,2001,Simulation,Sony Computer Entertainment Europe,2.06,0.56,0.38,0.17,3.17,89.0,91.0,0.21108884435537742,88.73,95.71,61.550362948118455
435,Animal Crossing,GC,2001,Simulation,Nintendo,1.92,0.16,0.99,0.09,3.15,87.0,89.0,0.20975283901135605,85.92,92.86,59.66325094633712
436,FIFA Soccer 08,PS2,2007,Sports,Electronic Arts,0.68,0.0,0.0,2.46,3.14,83.0,65.0,0.13794623182018514,82.05,67.82,50.00264874394006
438,Spider-Man,PS,2000,Action,Activision,1.7,1.25,0.02,0.16,3.13,87.0,90.0,0.5897920604914934,84.72,95.12,60.143264020163826
439,Mario Party 9,Wii,2012,Misc,Nintendo,1.06,1.09,0.76,0.22,3.13,73.0,68.0,0.22641509433962265,71.01,66.2,45.81213836477988
442,Sonic Rush,DS,2005,Platform,Sega,1.21,1.56,0.06,0.29,3.12,82.0,85.0,0.13405172413793104,79.41,89.89,56.47801724137931
444,Rhythm Heaven,DS,2008,Misc,Nintendo,0.55,0.5,1.93,0.13,3.11,83.0,90.0,0.08729935229512813,80.0,97.56,59.215766450765045
445,Fallout: New Vegas,PS3,2010,Role-Playing,Bethesda Softworks,1.52,1.03,0.1,0.46,3.11,82.0,78.0,0.14220183486238536,78.87,84.88,54.63073394495413
446,Personal Trainer: Cooking,DS,2006,Misc,Nintendo,0.9,1.0,1.03,0.17,3.11,81.0,78.0,0.03756665050896753,78.87,81.01,53.30585555016966
447,The Elder Scrolls IV: Oblivion,PS3,2007,Role-Playing,Ubisoft,1.69,0.85,0.14,0.43,3.1,93.0,80.0,0.13618334067871313,94.87,85.06,60.02206111355957
448,The Legend of Zelda: A Link Between Worlds,3DS,2013,Action,Nintendo,1.4,1.01,0.46,0.23,3.1,91.0,89.0,0.14693295292439376,92.86,96.34,63.11564431764146
449,Resident Evil 6,PS3,2012,Shooter,Capcom,0.88,0.94,0.88,0.4,3.1,74.0,54.0,0.2242380261248186,72.46,46.48,39.72141267537494
450,Mass Effect 2,X360,2010,Role-Playing,Electronic Arts,1.99,0.81,0.03,0.27,3.1,96.0,89.0,0.14174311926605507,98.59,97.67,65.46724770642201
451,Dragon Ball Z: Budokai,PS2,2002,Fighting,Atari,2.17,0.28,0.55,0.08,3.09,67.0,79.0,0.1908302354399009,61.54,79.49,47.073610078479966
452,Madden NFL 2002,PS2,2001,Sports,Electronic Arts,2.5,0.16,0.01,0.42,3.08,94.0,79.0,0.20507682030728125,95.77,78.57,58.18169227343575
455,The Sims: Vacation,PC,2002,Simulation,Electronic Arts,1.72,1.21,0.0,0.14,3.07,75.0,78.0,0.18959107806691453,71.79,78.21,50.0631970260223
457,Animal Crossing: Happy Home Designer,3DS,2015,Simulation,Nintendo,0.51,1.02,1.4,0.12,3.05,66.0,69.0,0.35514018691588783,61.04,69.23,43.54171339563863
458,The Sims 4,PC,2014,Simulation,Electronic Arts,1.0,1.82,0.0,0.23,3.05,70.0,39.0,0.24126984126984127,61.97,32.47,31.56042328042328
459,Borderlands 2,X360,2012,Shooter,Take-Two Interactive,1.89,0.88,0.04,0.25,3.05,89.0,82.0,0.22060957910014514,94.2,85.92,60.113536526366715
460,LEGO Batman: The Videogame,DS,2008,Action,Warner Bros. Interactive Entertainment,1.75,1.01,0.0,0.29,3.05,72.0,80.0,0.08560968741199661,65.33,85.37,50.261869895804004
461,Kung Fu Panda,X360,2008,Action,Activision,1.91,0.84,0.0,0.29,3.04,75.0,74.0,0.08532807659814136,69.33,78.05,49.15510935886605
462,Mass Effect 3,X360,2012,Role-Playing,Electronic Arts,1.94,0.84,0.03,0.24,3.04,93.0,58.0,0.21988388969521047,100.0,52.11,50.77662796323174
463,Heavy Rain,PS3,2010,Adventure,Sony Computer Entertainment,1.29,1.21,0.06,0.47,3.03,87.0,77.0,0.13853211009174313,85.92,83.72,56.59284403669725
